,employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,satisfaction_level,last_evaluation
8373,49438,4,182,3,0,0,No,support,medium,0.7,0.83
8374,49443,5,172,4,0,0,No,support,medium,0.57,0.75
8375,49451,3,226,3,0,0,No,support,medium,0.83,0.99
8376,74569,3,132,2,0,0,No,support,medium,0.71,0.96
8377,74926,6,121,3,0,0,No,support,medium,0.23,0.72
8378,49466,4,207,2,0,0,No,technical,medium,0.59,0.69
8379,49471,2,141,3,0,0,No,technical,medium,0.69,0.61
8380,49472,5,189,3,0,0,No,technical,medium,0.63,0.81
8381,49473,6,269,4,1,0,No,management,medium,0.9,0.59
8382,75259,4,200,4,0,0,No,IT,medium,0.31,0.57
8383,49515,3,199,2,0,0,No,IT,medium,0.92,0.62
8384,76010,4,213,3,0,0,No,IT,medium,0.96,0.87
8385,49527,6,105,4,0,0,No,IT,high,0.66,0.51
8386,49535,4,141,2,0,0,No,IT,low,0.48,0.97
8387,76452,3,255,3,1,0,No,product_mng,medium,0.15,0.55
8388,77363,3,217,4,0,0,No,product_mng,medium,0.59,0.79
8389,49566,6,165,5,0,0,No,product_mng,medium,0.66,0.85
8390,78068,5,220,2,0,0,No,product_mng,medium,0.69,0.92
8391,49582,4,241,4,0,0,No,IT,medium,0.65,0.79
8392,49591,5,274,3,0,0,No,RandD,medium,0.58,0.94
8393,49599,4,224,4,0,0,No,RandD,medium,0.72,0.57
8394,49608,5,240,5,0,0,No,RandD,medium,0.65,0.99
8395,78402,5,210,3,0,0,No,RandD,medium,0.63,0.77
8396,49610,3,215,2,0,0,No,RandD,medium,0.55,0.87
8397,49613,4,254,2,0,0,No,marketing,low,0.74,0.56
8398,49615,4,150,4,1,0,No,sales,low,0.58,0.84
8399,49621,4,177,3,0,0,No,accounting,low,0.71,0.72
8400,49633,5,101,4,1,0,No,support,low,0.83,0.37
8401,49638,3,183,2,0,0,No,technical,low,0.63,0.52
8402,49645,3,224,3,0,0,No,management,low,0.56,0.61
8403,49647,3,263,3,0,0,No,marketing,low,0.88,0.55
8404,49659,3,207,2,0,0,No,marketing,high,0.82,0.55
8405,49674,3,243,3,0,0,No,marketing,low,0.69,0.72
8406,49678,3,157,4,1,0,No,sales,high,0.57,0.54
8407,49680,3,242,3,0,0,No,sales,high,0.75,0.69
8408,78658,4,265,2,0,0,No,sales,low,0.6,0.98
8409,49685,3,196,4,0,0,No,sales,low,0.96,0.92
8410,49687,4,135,2,0,0,No,sales,high,0.75,0.67
8411,49714,6,270,3,0,0,No,sales,low,1.0,0.61
8412,49716,4,201,2,0,0,No,sales,medium,0.92,0.97
8413,49717,5,225,4,0,0,No,sales,high,0.84,0.93
8414,49722,4,205,3,0,0,No,sales,medium,0.82,0.77
8415,49724,3,131,3,0,0,No,sales,medium,0.74,0.42
8416,49727,2,118,4,0,0,No,sales,medium,0.21,0.39
8417,49736,5,187,3,0,0,No,sales,medium,0.62,0.64
8418,78796,3,275,2,0,0,No,sales,high,0.54,0.48
8419,49769,5,125,4,0,0,No,sales,medium,0.55,0.97
8420,49773,4,270,3,1,0,No,sales,medium,0.84,0.55
8421,49776,2,123,2,0,0,No,sales,medium,0.61,0.56
8422,49784,3,281,3,0,0,No,sales,high,0.64,0.53
8423,49785,3,223,2,0,0,No,sales,medium,0.92,0.51
8424,49788,3,268,2,0,0,No,sales,high,0.86,0.87
8425,49793,4,174,3,0,0,No,accounting,low,0.6,0.74
8426,49795,3,162,3,1,0,No,accounting,medium,0.86,0.92
8427,49799,3,192,3,0,0,No,accounting,medium,0.55,0.51
8428,49800,4,178,3,0,0,No,hr,medium,0.54,0.58
8429,49811,3,250,2,0,0,No,hr,medium,0.49,0.9
8430,49813,3,262,4,0,0,No,hr,low,0.98,0.72
8431,49827,5,194,3,1,0,No,hr,low,0.55,0.55
8432,49830,3,146,3,0,0,No,technical,low,0.64,0.5
8433,78960,4,245,2,0,0,No,technical,low,0.54,0.53
8434,49848,3,131,2,0,0,No,technical,low,0.58,0.45
8435,49852,3,108,4,0,0,No,technical,low,0.57,0.37
8436,49856,5,206,3,0,0,No,technical,low,0.65,0.64
8437,49858,3,146,4,1,0,No,technical,low,0.6,0.4
8438,49859,2,171,2,0,0,No,technical,low,0.59,0.45
8439,49865,4,173,2,1,0,No,technical,low,0.77,0.5
8440,49868,5,240,3,0,0,No,technical,high,0.55,0.49
8441,49872,4,199,2,0,0,No,technical,low,0.5,0.6
8442,49883,3,237,3,1,0,No,technical,low,0.43,0.77
8443,80079,3,258,4,0,0,No,support,low,0.58,0.84
8444,49889,4,269,3,1,0,No,support,low,0.66,0.68
8445,49902,5,245,4,0,0,No,support,high,0.7,0.8
8446,49908,4,164,3,0,0,No,support,low,0.82,0.54
8447,49933,4,256,3,1,0,No,support,low,0.49,0.49
8448,49942,4,213,3,0,0,No,support,low,0.99,0.79
8449,49948,3,193,3,1,0,No,support,high,0.96,0.73
8450,49950,3,179,2,0,0,No,support,low,0.7,0.57
8451,49959,6,278,5,1,0,No,support,medium,0.22,0.89
8452,80227,3,256,2,0,0,No,support,high,0.91,0.52
8453,49969,5,173,4,0,0,No,support,medium,0.18,0.76
8454,49975,4,179,3,0,0,No,technical,high,0.84,0.68
8455,49980,4,145,5,0,0,No,technical,medium,0.66,0.38
8456,49982,3,168,4,0,0,No,technical,medium,0.49,0.65
8457,49989,4,213,3,0,0,No,management,medium,0.88,0.89
8458,49990,6,150,5,0,0,No,IT,medium,0.69,0.91
8459,50002,3,262,3,0,0,No,IT,medium,0.83,0.75
8460,50008,4,149,4,1,0,No,IT,medium,0.56,0.84
8461,50016,5,139,2,0,0,No,IT,medium,0.95,0.77
8462,50031,3,272,2,0,0,No,IT,medium,0.56,1.0
8463,50036,3,252,4,0,0,No,product_mng,high,0.93,0.73
8464,80291,3,232,4,0,0,No,product_mng,low,0.84,0.52
8465,50046,3,266,2,0,0,No,product_mng,medium,0.84,0.48
8466,50050,4,264,3,0,0,No,product_mng,medium,0.52,0.65
8467,50052,4,142,2,0,0,No,IT,medium,0.98,0.8
8468,50058,5,208,4,0,0,No,RandD,medium,0.66,0.64
8469,50059,5,178,2,1,0,No,RandD,medium,0.92,0.49
8470,50060,5,192,3,0,0,No,RandD,medium,0.71,0.8
8471,50067,4,242,2,0,0,No,RandD,medium,0.65,0.92
8472,50068,4,277,5,0,0,No,RandD,medium,0.23,0.47
8473,80524,3,173,2,1,0,No,marketing,medium,0.71,0.97
8474,50074,4,276,6,0,0,No,marketing,high,0.21,0.65
8475,50075,2,189,3,0,0,No,sales,low,0.7,0.72
8476,50077,4,139,2,0,0,No,accounting,low,0.9,0.5
8477,50079,5,140,3,0,0,No,support,low,0.6,0.52
8478,50080,5,191,3,1,0,No,technical,high,0.58,0.63
8479,50081,5,178,2,0,0,No,management,low,0.73,0.72
8480,50085,4,184,3,0,0,No,marketing,low,0.56,0.67
8481,50090,3,144,3,0,0,No,marketing,low,0.97,0.57
8482,80715,3,160,2,0,0,No,marketing,high,0.92,0.91
8483,50098,3,225,2,0,0,No,sales,low,0.77,0.68
8484,50100,5,266,2,0,0,No,sales,low,0.97,0.81
8485,80847,5,154,2,0,0,No,sales,low,0.7,0.69
8486,50118,4,142,2,1,0,No,sales,low,0.78,0.82
8487,50122,3,207,4,1,0,No,sales,low,0.77,0.87
8488,50126,4,162,3,0,0,No,sales,low,0.66,0.53
8489,50128,6,287,5,1,0,No,sales,low,0.25,0.98
8490,50131,2,270,6,1,0,No,sales,medium,0.89,0.87
8491,50132,5,160,4,1,0,No,sales,medium,0.15,0.66
8492,50136,6,113,2,0,0,No,sales,medium,0.26,0.91
8493,50140,4,178,4,0,0,No,sales,medium,0.74,0.58
8494,50153,3,153,2,0,0,No,sales,medium,0.52,0.83
8495,50161,4,255,2,0,0,No,sales,medium,0.95,0.62
8496,50168,4,257,3,1,0,No,sales,medium,0.66,0.82
8497,50169,4,243,3,0,0,No,sales,medium,0.79,0.66
8498,50170,3,179,3,0,0,No,sales,medium,0.98,0.94
8499,50176,3,123,2,0,0,No,sales,medium,0.4,0.37
8500,50180,3,132,2,0,0,No,sales,medium,1.0,0.68
8501,50190,3,134,3,0,0,No,sales,medium,0.71,0.79
8502,50192,3,277,2,1,0,No,accounting,high,0.48,0.45
8503,50194,5,265,2,0,0,No,accounting,low,0.76,1.0
8504,50196,4,269,4,0,0,No,accounting,medium,0.61,0.62
8505,50198,4,156,4,0,0,No,hr,medium,0.74,0.9
8506,50199,6,237,5,0,0,No,hr,medium,0.24,0.94
8507,50202,3,271,2,0,0,No,hr,medium,0.79,0.97
8508,50203,3,206,2,0,0,No,hr,low,0.75,0.98
8509,81235,4,192,3,0,0,No,technical,low,0.6,0.98
8510,50208,4,230,3,0,0,No,technical,low,0.72,0.95
8511,81392,4,261,3,0,0,No,technical,low,1.0,0.6
8512,50223,3,173,3,1,0,No,technical,low,0.55,0.88
8513,50238,2,109,4,1,0,No,technical,low,0.3,0.98
8514,50240,3,247,4,0,0,No,technical,low,0.89,0.59
8515,50241,5,163,3,0,0,No,technical,low,0.84,0.84
8516,50254,4,149,4,0,0,No,technical,low,0.67,0.64
8517,50256,6,218,6,0,0,No,technical,low,0.15,0.48
8518,50259,4,194,2,0,0,No,technical,low,0.59,0.75
8519,50265,4,157,2,0,0,No,technical,low,0.5,0.59
8520,50273,5,244,3,0,0,No,support,low,0.23,0.68
8521,50278,5,169,2,0,0,No,support,low,0.95,0.58
8522,81492,2,146,3,1,0,No,support,low,0.31,0.53
8523,84366,5,207,3,0,0,No,support,low,0.47,0.55
8524,50292,3,195,5,0,0,No,support,low,0.26,0.95
8525,50305,6,148,4,0,0,No,support,low,0.55,0.64
8526,50308,3,272,2,0,0,No,support,low,0.89,0.58
8527,50314,3,185,2,0,0,No,support,low,0.88,0.68
8528,50327,5,260,2,1,0,No,support,low,0.98,0.62
8529,50331,3,182,2,1,0,No,support,medium,0.96,0.48
8530,50332,3,195,3,0,0,No,support,medium,0.85,0.65
8531,50351,3,168,3,0,0,No,technical,medium,0.96,0.85
8532,85002,3,198,4,1,0,No,technical,medium,0.85,0.88
8533,50366,5,172,2,0,0,No,technical,medium,0.59,0.93
8534,85634,4,216,2,1,0,No,management,medium,0.51,0.5
8535,50369,3,232,2,0,0,No,IT,medium,0.5,0.75
8536,86119,3,148,3,0,0,No,IT,medium,0.53,0.59
8537,50386,4,210,2,0,0,No,IT,medium,0.44,0.83
8538,87012,3,197,2,0,0,No,IT,medium,0.99,0.55
8539,50403,4,241,3,0,0,No,IT,medium,0.73,0.83
8540,50408,5,154,2,0,0,No,product_mng,medium,0.51,0.71
8541,50412,3,259,2,0,0,No,product_mng,high,0.5,0.84
8542,50416,4,106,2,1,0,No,product_mng,low,0.52,0.76
8543,50425,5,262,2,0,0,No,product_mng,medium,0.74,0.74
8544,50427,2,202,2,0,0,No,IT,medium,0.69,0.89
8545,50434,5,174,5,1,0,No,RandD,medium,0.22,0.65
8546,50439,4,240,2,0,0,No,RandD,medium,0.49,0.89
8547,50448,5,247,3,0,0,No,RandD,low,0.7,0.57
8548,50468,4,148,3,0,0,No,RandD,low,0.68,0.63
8549,87176,5,187,2,1,0,No,RandD,low,0.66,0.84
8550,50475,4,183,3,0,0,No,marketing,low,0.99,0.58
8551,50480,4,240,2,0,0,No,sales,low,0.88,0.59
8552,50496,4,149,3,0,0,No,accounting,low,0.2,0.54
8553,50504,2,130,3,0,0,No,support,low,0.56,0.44
8554,50505,4,203,2,0,0,No,technical,low,0.68,0.85
8555,50507,3,218,3,0,0,No,management,low,0.85,0.6
8556,50514,4,204,3,1,0,No,marketing,low,0.95,0.95
8557,50523,4,163,3,1,0,No,marketing,low,0.6,0.77
8558,87343,4,183,3,0,0,No,marketing,low,0.61,0.53
8559,50529,4,211,4,0,0,No,sales,low,0.55,0.55
8560,50535,5,156,5,1,0,No,sales,low,0.64,0.78
8561,89085,3,196,3,0,0,No,sales,low,0.64,0.6
8562,50571,4,162,2,0,0,No,sales,low,0.87,0.54
8563,50576,3,218,4,0,0,No,sales,low,0.2,0.9
8564,50577,4,135,2,1,0,No,sales,low,0.99,0.64
8565,89561,2,273,3,0,0,No,sales,low,0.96,0.7
8566,89602,3,241,3,0,0,No,sales,low,0.53,0.65
8567,50595,6,285,4,0,0,No,sales,low,0.7,0.39
8568,50598,6,236,3,0,0,No,sales,medium,0.68,0.61
8569,50600,4,222,3,0,0,No,sales,medium,0.96,0.48
8570,90113,4,242,3,0,0,No,sales,medium,0.64,0.64
8571,50617,5,166,3,0,0,No,sales,medium,0.86,0.65
8572,50625,3,172,3,0,0,No,sales,medium,0.87,0.84
8573,91723,4,249,2,0,0,No,sales,medium,0.53,0.56
8574,50642,4,180,2,0,0,No,sales,medium,0.72,0.98
8575,91972,4,197,4,0,0,No,sales,medium,0.83,0.59
8576,50647,5,185,2,0,0,No,sales,medium,0.97,0.54
8577,92192,3,171,2,0,0,No,sales,medium,0.92,0.76
8578,50657,6,191,6,0,0,No,accounting,medium,0.82,0.95
8579,50658,4,250,2,0,0,No,accounting,medium,0.59,0.56
8580,92311,5,199,3,0,0,No,accounting,high,0.84,0.95
8581,92574,3,139,2,0,0,No,hr,low,0.71,0.84
8582,50665,3,224,3,0,0,No,hr,medium,0.49,0.98
8583,50676,3,227,3,0,0,No,hr,medium,0.78,0.61
8584,50680,4,198,2,0,0,No,hr,medium,0.84,0.81
8585,93929,5,165,5,0,0,No,technical,medium,0.85,0.96
8586,50692,4,199,3,0,0,No,technical,low,0.87,0.93
8587,50693,5,203,3,0,0,No,technical,low,0.94,0.84
8588,50694,4,243,3,1,0,No,technical,low,0.82,0.97
8589,50699,3,135,3,0,0,No,technical,low,0.78,0.78
8590,50700,4,100,4,1,0,No,technical,low,0.47,0.55
8591,95120,2,150,3,1,0,No,technical,low,0.5,0.48
8592,50707,4,252,3,0,0,No,technical,low,0.75,0.82
8593,50710,3,98,3,0,0,No,technical,low,0.36,0.39
8594,50713,3,262,3,0,0,No,technical,low,0.91,0.61
8595,50714,3,257,3,0,0,No,technical,low,0.87,0.68
8596,50730,3,160,3,0,0,No,support,low,0.97,0.94
8597,95156,3,190,3,0,0,No,support,low,0.71,0.65
8598,95247,3,231,2,0,0,No,support,low,0.83,0.65
8599,50751,3,190,4,0,0,No,support,low,0.42,0.51
8600,95542,4,181,3,0,0,No,support,low,0.53,0.51
8601,50760,4,273,3,0,0,No,support,low,0.56,0.88
8602,50778,5,214,6,1,0,No,support,low,0.26,0.7
8603,50780,4,192,2,0,0,No,support,low,0.53,0.49
8604,50783,4,224,2,0,0,No,support,low,0.99,0.73
8605,50793,3,96,3,0,0,No,support,low,0.48,0.43
8606,50826,3,276,4,0,0,No,support,low,0.91,0.5
8607,50831,3,162,2,1,0,No,technical,medium,0.76,0.79
8608,50845,4,190,4,0,0,No,technical,medium,0.67,0.8
8609,50846,4,147,3,0,0,No,technical,medium,0.58,0.6
8610,50853,4,143,3,0,0,No,management,medium,0.57,0.78
8611,50855,5,280,6,1,0,No,IT,medium,0.55,0.57
8612,50860,3,137,2,0,0,No,IT,medium,0.79,0.49
8613,50861,3,259,6,0,0,No,IT,medium,0.48,0.98
8614,50864,4,176,3,1,0,No,IT,medium,0.68,0.69
8615,50875,5,231,4,1,0,No,IT,medium,0.19,0.64
8616,50879,3,104,3,0,0,No,product_mng,medium,0.99,0.48
8617,50883,5,224,2,0,0,No,product_mng,medium,0.3,0.76
8618,50893,4,202,3,1,0,No,product_mng,medium,0.81,0.85
8619,96321,4,180,3,0,0,No,product_mng,high,0.58,0.74
8620,50904,3,228,2,1,0,No,IT,low,0.74,0.61
8621,50906,5,165,2,0,0,No,RandD,medium,0.59,0.74
8622,50908,2,177,6,0,0,No,RandD,medium,0.46,0.63
8623,50911,3,194,2,1,0,No,RandD,medium,0.58,0.43
8624,50916,3,192,4,1,0,No,RandD,medium,0.77,0.95
8625,96403,4,171,2,0,0,No,RandD,low,0.79,0.77
8626,96962,3,187,2,0,0,No,marketing,low,0.51,0.95
8627,50949,3,205,3,0,0,No,sales,low,0.7,0.58
8628,50951,5,230,4,1,0,No,accounting,low,0.84,0.73
8629,50955,5,172,2,0,0,No,support,low,0.19,0.9
8630,50960,4,167,3,1,0,No,technical,low,0.9,
8631,50970,5,145,3,0,0,No,management,low,0.19,0.91
8632,99779,3,166,3,0,0,No,marketing,low,0.96,0.53
8633,50973,3,148,3,0,0,No,marketing,low,0.87,1.0
8634,50982,5,223,3,0,0,No,marketing,low,0.5,0.89
8635,50984,2,123,4,0,0,No,sales,low,0.88,0.58
8636,50987,3,158,3,0,0,No,sales,low,0.55,0.99
8637,3145,3,223,2,0,0,No,sales,low,0.89,0.86
8638,51000,3,252,3,0,0,No,sales,low,0.58,0.69
8639,51013,5,143,2,0,0,No,sales,low,0.58,0.96
8640,51016,5,131,6,0,0,No,sales,low,0.34,0.88
8641,51023,5,206,4,1,0,No,sales,low,0.54,0.65
8642,51037,4,210,3,0,0,No,sales,low,0.59,0.54
8643,51045,4,262,3,0,0,No,sales,medium,0.88,0.96
8644,51056,4,147,3,0,0,No,sales,medium,0.72,0.69
8645,51057,4,259,3,0,0,No,sales,medium,0.79,0.75
8646,51059,4,174,3,0,0,No,sales,medium,0.51,0.73
8647,4087,3,150,4,0,0,No,sales,medium,0.84,0.84
8648,51083,4,219,2,0,0,No,sales,medium,0.95,0.67
8649,51085,5,178,4,0,0,No,sales,medium,0.58,0.88
8650,51091,3,269,3,1,0,No,sales,medium,0.69,0.98
8651,51097,6,205,5,1,0,No,sales,medium,0.17,0.64
8652,51099,3,232,3,1,0,No,sales,medium,0.81,0.72
8653,51102,3,193,3,0,0,No,sales,medium,0.41,0.5
8654,51128,3,110,2,0,0,No,accounting,medium,0.12,0.42
8655,51132,4,208,3,0,0,No,accounting,high,0.71,0.6
8656,51142,5,157,4,0,0,No,accounting,low,0.32,0.69
8657,4120,5,187,4,0,0,No,hr,medium,0.83,0.98
8658,51147,4,226,3,0,0,No,hr,medium,0.74,0.92
8659,51151,4,266,3,0,0,No,hr,medium,0.67,0.85
8660,51157,3,159,3,0,0,No,hr,medium,0.85,0.56
8661,51159,4,259,3,1,0,No,technical,low,0.49,0.75
8662,51165,4,150,3,1,0,No,technical,low,0.7,0.74
8663,51173,4,152,3,0,0,No,technical,low,0.44,0.58
8664,51177,5,245,2,0,0,No,technical,low,0.5,0.87
8665,51178,5,227,2,0,0,No,technical,low,0.63,0.74
8666,51185,4,261,3,0,0,No,technical,low,0.87,0.77
8667,51188,4,162,3,1,0,No,technical,low,0.82,0.53
8668,51192,4,193,3,0,0,No,technical,low,0.97,0.89
8669,51195,4,144,2,0,0,No,technical,low,0.9,0.81
8670,51199,6,151,2,0,0,No,technical,low,0.41,0.5
8671,51201,4,225,2,0,0,No,technical,low,0.58,0.94
8672,4466,5,170,2,0,0,No,support,low,0.77,0.5
8673,4663,4,246,3,1,0,No,support,low,0.89,0.75
8674,51244,4,254,3,0,0,No,support,low,0.64,0.72
8675,51249,2,193,4,0,0,No,support,low,0.31,0.79
8676,5554,4,175,3,0,0,No,support,low,0.6,0.88
8677,51276,3,123,4,0,0,No,support,low,0.2,1.0
8678,51281,3,178,5,0,0,No,support,low,0.13,0.6
8679,51285,3,259,2,0,0,No,support,low,0.95,0.9
8680,6278,5,201,6,0,0,No,support,low,0.15,0.96
8681,51302,4,185,3,0,0,No,support,low,0.22,0.98
8682,6674,2,166,3,0,0,No,support,medium,0.33,0.51
8683,7396,4,213,4,0,0,No,technical,medium,0.23,0.96
8684,51321,4,138,2,0,0,No,technical,medium,0.85,0.79
8685,51326,3,168,2,0,0,No,technical,medium,0.79,0.57
8686,51328,4,197,3,0,0,No,management,medium,0.6,0.6
8687,51334,5,220,3,0,0,No,IT,medium,0.89,0.74
8688,51343,3,101,3,1,0,No,IT,medium,0.65,0.92
8689,51345,4,175,3,1,0,No,IT,medium,0.61,0.7
8690,51352,5,181,5,0,0,No,IT,medium,0.4,0.79
8691,51355,3,157,3,0,0,No,IT,medium,0.49,0.57
8692,51356,3,247,2,0,0,No,product_mng,medium,0.95,0.75
8693,51377,5,244,2,0,0,No,product_mng,medium,0.85,1.0
8694,51380,4,152,5,0,0,No,product_mng,high,0.24,0.39
8695,51388,5,176,4,0,0,No,product_mng,low,0.85,0.99
8696,7489,5,241,2,0,0,No,IT,medium,0.99,0.98
8697,51400,4,240,2,0,0,No,RandD,medium,0.49,0.49
8698,51407,3,226,3,0,0,No,RandD,medium,0.56,0.73
8699,51410,6,240,4,0,0,No,RandD,medium,0.65,0.66
8700,51413,3,253,5,1,0,No,RandD,low,0.62,0.68
8701,51415,4,174,3,1,0,No,RandD,low,0.78,0.68
8702,51420,3,213,2,0,0,No,marketing,low,0.54,0.7
8703,51428,4,195,2,0,0,No,sales,low,0.61,0.77
8704,51435,6,230,4,0,0,No,accounting,low,0.49,0.99
8705,8258,2,248,6,1,0,No,support,low,0.29,0.85
8706,51450,4,274,2,1,0,No,technical,low,0.64,0.79
8707,8528,4,217,2,0,0,No,management,low,0.93,0.94
8708,51468,6,229,6,0,0,No,marketing,low,0.16,0.66
8709,8714,5,173,3,0,0,No,marketing,low,0.68,0.85
8710,51475,2,146,4,0,0,No,marketing,low,0.71,0.8
8711,51488,5,151,5,0,0,No,sales,low,0.62,0.82
8712,51489,2,137,3,1,0,No,sales,low,0.74,0.75
8713,51492,3,198,3,0,0,No,sales,low,0.81,0.5
8714,51499,4,190,5,0,0,No,sales,low,0.2,0.82
8715,10296,4,206,3,0,0,No,sales,low,0.51,0.91
8716,51519,4,238,3,0,0,No,sales,low,0.55,0.99
8717,51523,3,193,2,1,0,No,sales,low,0.45,0.41
8718,51525,4,176,3,0,0,No,sales,low,0.91,0.61
8719,51549,6,121,5,0,0,No,sales,low,0.73,0.59
8720,51557,4,145,2,0,0,No,sales,low,0.98,0.88
8721,51558,4,212,3,1,0,No,sales,medium,0.62,0.65
8722,51562,3,198,4,0,0,No,sales,medium,0.57,0.62
8723,51590,3,189,4,1,0,No,sales,medium,0.99,0.57
8724,51601,2,200,3,0,0,No,sales,medium,0.82,0.68
8725,51606,4,217,5,0,0,No,sales,medium,0.24,0.81
8726,51617,5,245,3,0,0,No,sales,medium,0.84,0.73
8727,51623,3,260,3,0,0,No,sales,medium,0.9,0.55
8728,51631,5,206,5,0,0,No,sales,medium,0.13,0.73
8729,51635,3,249,2,0,0,No,sales,medium,0.6,0.67
8730,10419,4,154,2,1,0,No,accounting,medium,0.72,0.87
8731,51644,4,147,3,0,0,No,accounting,medium,0.68,0.61
8732,51655,3,148,2,0,0,No,accounting,medium,0.51,0.72
8733,51666,3,220,2,0,0,No,hr,high,0.74,0.58
8734,51669,3,241,3,0,0,No,hr,low,0.86,0.73
8735,51670,3,242,3,0,0,No,hr,medium,0.85,0.51
8736,51672,2,156,3,1,0,No,hr,medium,0.63,0.85
8737,51674,3,155,3,0,0,No,technical,medium,0.74,0.87
8738,51676,3,211,3,0,0,No,technical,medium,0.6,0.5
8739,51678,4,137,2,1,0,No,technical,low,0.69,0.82
8740,10566,2,269,2,0,0,No,technical,low,0.56,0.96
8741,51694,2,142,3,0,0,No,technical,low,0.5,0.67
8742,10834,5,267,2,0,0,No,technical,low,0.84,0.5
8743,51705,5,134,6,0,0,No,technical,low,0.93,0.48
8744,51708,5,287,4,0,0,No,technical,low,0.12,0.5
8745,51710,4,134,3,0,0,No,technical,low,0.52,0.58
8746,11135,3,185,2,0,0,No,technical,low,0.6,0.54
8747,51725,3,181,4,0,0,No,technical,medium,0.71,1.0
8748,51727,5,169,4,0,0,No,support,medium,0.21,0.81
8749,51728,3,201,6,0,0,No,support,medium,0.15,0.84
8750,11592,2,215,6,0,0,No,support,medium,0.38,0.55
8751,11595,3,222,5,0,0,No,support,medium,0.27,0.86
8752,51744,4,137,2,0,0,No,support,medium,0.86,0.64
8753,51752,6,176,5,0,0,No,support,medium,0.17,0.52
8754,12267,3,257,2,0,0,No,support,medium,0.66,0.69
8755,51773,3,224,4,0,0,No,support,medium,0.95,0.51
8756,51780,5,226,3,0,0,No,support,medium,0.59,0.92
8757,51781,5,196,3,0,0,No,support,medium,0.49,0.61
8758,12403,5,256,4,0,0,No,support,medium,0.9,0.88
8759,51787,3,153,4,0,0,No,technical,medium,0.98,0.81
8760,51790,4,221,3,0,0,No,technical,medium,0.52,1.0
8761,51792,3,236,3,0,0,No,technical,medium,0.12,0.95
8762,51795,5,137,3,0,0,No,management,medium,0.91,0.67
8763,51802,4,256,2,0,0,No,IT,medium,0.99,0.62
8764,51803,4,161,2,0,0,No,IT,medium,0.49,0.8
8765,51804,4,167,3,1,0,No,IT,medium,0.92,0.51
8766,51808,3,194,2,0,0,No,IT,medium,0.21,0.84
8767,51810,3,231,3,0,0,No,IT,medium,0.89,0.9
8768,51811,4,152,2,1,0,No,product_mng,medium,0.84,0.81
8769,51815,3,150,3,1,0,No,product_mng,medium,0.72,0.68
8770,12754,3,207,3,0,0,No,product_mng,medium,0.57,0.46
8771,51830,4,172,3,0,0,No,product_mng,medium,0.9,0.69
8772,51836,2,273,2,0,0,No,IT,high,0.59,0.75
8773,51838,4,134,3,0,0,No,RandD,high,0.97,0.69
8774,51851,3,109,2,0,0,No,RandD,high,0.56,0.85
8775,12847,4,124,3,1,0,No,RandD,high,0.78,0.59
8776,13490,4,253,4,0,0,No,RandD,high,0.64,0.72
8777,51871,5,224,3,0,0,No,RandD,high,0.58,0.9
8778,51872,3,217,2,0,0,No,marketing,high,0.68,0.58
8779,51875,3,148,4,0,0,No,sales,high,0.82,0.73
8780,51879,5,240,3,0,0,No,accounting,high,0.83,0.78
8781,51880,2,226,3,0,0,No,support,high,0.49,0.49
8782,13612,4,176,3,0,0,No,technical,high,0.57,0.95
8783,51893,4,248,3,0,0,No,management,high,0.66,0.93
8784,13681,2,206,2,0,0,No,marketing,low,0.78,0.6
8785,51897,3,192,3,1,0,No,marketing,low,0.55,0.8
8786,13745,3,140,4,0,0,No,marketing,low,0.98,0.62
8787,15723,4,141,3,0,0,No,sales,low,0.89,0.51
8788,51905,3,220,3,0,0,No,sales,low,0.67,0.83
8789,51908,4,140,3,0,0,No,sales,low,1.0,0.49
8790,51931,4,194,2,1,0,No,sales,low,0.67,0.44
8791,51932,2,228,3,0,0,No,sales,low,0.2,0.98
8792,51935,4,238,3,0,0,No,sales,low,0.71,0.87
8793,51942,3,207,3,0,0,No,sales,low,0.65,0.91
8794,17126,4,164,2,0,0,No,sales,low,0.82,0.82
8795,51952,3,224,3,0,0,No,sales,low,0.48,0.89
8796,51964,4,201,3,0,0,No,sales,low,0.96,0.9
8797,51971,3,171,2,0,0,No,sales,low,0.52,0.63
8798,17458,5,131,5,0,0,No,sales,low,0.24,0.78
8799,51982,6,239,4,0,0,No,sales,medium,0.92,0.95
8800,51983,3,202,3,1,0,No,sales,medium,0.66,0.89
8801,51996,3,137,3,1,0,No,sales,medium,0.93,0.68
8802,52002,4,153,3,0,0,No,sales,medium,0.77,0.59
8803,52008,4,219,4,1,0,No,sales,medium,0.6,0.48
8804,52009,3,194,3,1,0,No,sales,medium,0.78,0.49
8805,52011,4,228,3,0,0,No,sales,medium,0.6,0.53
8806,18194,4,177,5,0,0,No,accounting,medium,0.31,1.0
8807,52025,3,181,3,0,0,No,accounting,medium,0.49,0.68
8808,52032,4,280,3,0,0,No,accounting,medium,0.33,0.95
8809,52038,3,133,2,0,0,No,hr,medium,0.76,0.91
8810,52062,3,237,3,0,0,No,hr,medium,0.65,0.63
8811,52063,5,152,3,0,0,No,hr,high,0.88,0.75
8812,52066,5,280,6,1,0,No,hr,high,0.52,0.92
8813,52071,6,253,4,0,0,No,technical,high,0.48,0.5
